Date,Cases,Cases Moving Average,Cases Cumulative,Rate of Cases,Rate of Daily Cases,Deaths,Deaths Moving Average,Deaths Cumulative,Face_Masks_Required_in_Public_Color,Rate of Infection,Rate of Daily Infection
2020-05-08,470.0,340.0,17517.0,-0.0017458568634309704,0.007482243700418445,59.0,34.0,875.0,blue,0.021445624304199874,0.029645421832276295
2020-05-09,364.0,392.0,17881.0,0.0032423056035146593,-0.006609315268702959,16.0,36.0,891.0,blue,0.02473147111244302,0.022964937461554234
2020-05-10,330.0,439.0,18211.0,0.0029305454493305577,-0.0021199690484518924,3.0,37.0,894.0,blue,0.027702544090586687,0.020824235876750814
2020-05-11,102.0,325.0,18313.0,-0.007108131515397523,-0.014216263030795045,-1.0,24.0,893.0,blue,0.020510024353287377,0.006436992258570192
2020-05-12,224.0,304.0,18537.0,-0.0013093926475732278,0.007606947762092085,15.0,24.0,908.0,blue,0.01918765526852619,0.014138272303124559
2020-05-13,242.0,297.0,18779.0,-0.0004364642158577426,0.0011223365550627666,78.0,26.0,986.0,blue,0.01874962121977334,0.015277469142037535
2020-05-14,314.0,292.0,19093.0,-0.00031176015418410186,0.0044893462202510665,22.0,27.0,1008.0,blue,0.018437882017760983,0.019827037512249825
2020-05-15,256.0,262.0,19349.0,-0.0018705609251046112,-0.0036164177885355813,13.0,21.0,1021.0,blue,0.016546389571480087,0.016167464619461457
2020-05-16,257.0,246.0,19606.0,-0.000997632493389126,6.235203083682038e-05,10.0,20.0,1031.0,blue,0.015538543166830895,0.016233356072664795
2020-05-17,0.0,199.0,19606.0,-0.0029305454493305577,-0.016024471925062834,0.0,20.0,1031.0,blue,0.012569797114631498,0.0
2020-05-18,347.0,234.0,19953.0,0.002182321079288713,0.021636154700376668,49.0,27.0,1080.0,blue,0.014784263478320205,0.02192367276485945
2020-05-19,179.0,228.0,20132.0,-0.0003741121850209222,-0.010475141180585823,29.0,29.0,1109.0,blue,0.014407073114632279,0.011310816173329727
2020-05-20,227.0,226.0,20359.0,-0.00012470406167364075,0.0029928974801673777,43.0,24.0,1152.0,blue,0.014283132126556136,0.01434633182623116
2020-05-21,341.0,230.0,20700.0,0.0002494081233472815,0.007108131515397523,26.0,24.0,1178.0,blue,0.014539303213375652,0.02155609737287434
2020-05-22,309.0,237.0,21009.0,0.0004364642158577426,-0.001995264986778252,43.0,29.0,1221.0,blue,0.014985138157283253,0.019537585192407277
2020-05-23,225.0,233.0,21234.0,-0.0002494081233472815,-0.005237570590292911,12.0,29.0,1233.0,blue,0.014734432408162749,0.014228529149513386
2020-05-24,0.0,233.0,21234.0,0.0,-0.014029206938284583,0.0,29.0,1233.0,blue,0.014734432408162749,0.0
2020-05-25,0.0,183.0,21234.0,-0.003117601541841019,0.0,0.0,22.0,1233.0,blue,0.011572537041604219,0.0
2020-05-26,504.0,229.0,21738.0,0.002868193418493737,0.031425423541757466,10.0,19.0,1243.0,blue,0.014486189411038351,0.03188226839809314
2020-05-27,237.0,231.0,21975.0,0.00012470406167364075,-0.01664799223343104,19.0,16.0,1262.0,blue,0.014615073138634407,0.014994685427949586
2020-05-28,175.0,207.0,22150.0,-0.0014964487400836888,-0.003865825911882863,20.0,15.0,1282.0,blue,0.013098239963552723,0.011073391273534912
2020-05-29,255.0,199.0,22405.0,-0.000498816246694563,0.00498816246694563,18.0,11.0,1300.0,blue,0.012594203375499656,0.016138300807801063
2020-05-30,224.0,199.0,22629.0,0.0,-0.0019329129559414314,8.0,11.0,1308.0,blue,0.012596052814806375,0.014178471510133808
2020-05-31,0.0,199.0,22629.0,0.0,-0.013966854907447764,8.0,12.0,1316.0,blue,0.012596116598263634,0.0
2020-06-01,252.0,235.0,22881.0,0.0022446731101255332,0.015712711770878733,4.0,12.0,1320.0,blue,0.014877221770629959,0.015953446324249998
2020-06-02,153.0,185.0,23034.0,-0.003117601541841019,-0.006172851052845217,26.0,15.0,1346.0,blue,0.011713182775669757,0.00968711872798634
2020-06-03,126.0,169.0,23160.0,-0.000997632493389126,-0.0016835048325941498,13.0,14.0,1359.0,blue,0.010701092524558692,0.007978329337836657
2020-06-04,121.0,162.0,23281.0,-0.0004364642158577426,-0.00031176015418410186,35.0,16.0,1394.0,blue,0.010258865369490134,0.007662485862396953
2020-06-05,126.0,143.0,23407.0,-0.001184688585899587,0.00031176015418410186,17.0,16.0,1411.0,blue,0.009056485235079124,0.007979840137202585
2020-06-06,122.0,129.0,23529.0,-0.0008729284317154852,-0.0002494081233472815,3.0,15.0,1414.0,blue,0.00817048314790348,0.007727123597242051
2020-06-07,0.0,129.0,23529.0,0.0,-0.007606947762092085,6.0,15.0,1420.0,blue,0.008170514197693508,0.0
2020-06-08,162.0,116.0,23691.0,-0.0008105764008786648,0.010101028995564901,1.0,14.0,1421.0,blue,0.007347887640662957,0.010261705153339648
2020-06-09,131.0,113.0,23822.0,-0.0001870560925104611,-0.0019329129559414314,15.0,13.0,1436.0,blue,0.007158518098064096,0.008298813016339793
2020-06-10,129.0,113.0,23951.0,0.0,-0.00012470406167364075,18.0,14.0,1454.0,blue,0.007159184790597012,0.008172874672451456
2020-06-11,156.0,118.0,24107.0,0.00031176015418410186,0.0016835048325941498,17.0,11.0,1471.0,blue,0.007476782373042018,0.009884559747411481
2020-06-12,121.0,117.0,24228.0,-6.235203083682038e-05,-0.002182321079288713,16.0,11.0,1487.0,blue,0.00741406340101465,0.007667535654040791
2020-06-13,110.0,116.0,24338.0,-6.235203083682038e-05,-0.0006858723392050241,15.0,13.0,1502.0,blue,0.007351277633040698,0.006971039134779972
2020-06-14,0.0,116.0,24338.0,0.0,-0.006858723392050241,3.0,12.0,1505.0,blue,0.007351291609261107,0.0
2020-06-15,137.0,112.0,24475.0,-0.0002494081233472815,0.00854222822464439,4.0,13.0,1509.0,blue,0.007098433084275512,0.008682904754872727
2020-06-16,116.0,110.0,24591.0,-0.00012470406167364075,-0.0013093926475732278,9.0,12.0,1518.0,blue,0.006972227715492544,0.0073525310454285
2020-06-17,64.0,101.0,24655.0,-0.0005611682775313833,-0.0032423056035146593,10.0,11.0,1528.0,blue,0.0064020730039160405,0.004056759131194322
2020-06-18,68.0,88.0,24723.0,-0.0008105764008786648,0.0002494081233472815,12.0,10.0,1540.0,blue,0.005578326679488366,0.004310525161422828
2020-06-19,118.0,88.0,24841.0,0.0,0.003117601541841019,10.0,9.0,1550.0,blue,0.005578779337722818,0.007480635930128324
2020-06-20,0.0,72.0,24841.0,-0.000997632493389126,-0.007357539638744804,2.0,7.0,1552.0,blue,0.00456446160907415,0.0
2020-06-21,0.0,72.0,24841.0,0.0,0.0,1.0,7.0,1553.0,blue,0.00456446450273012,0.0
2020-06-22,275.0,92.0,25116.0,0.0012470406167364074,0.017146808480125602,0.0,6.0,1553.0,blue,0.00583338828554182,0.017436758462217396
2020-06-23,219.0,106.0,25335.0,0.0008729284317154852,-0.003491713726861941,11.0,7.0,1564.0,blue,0.006722058116631513,0.013888025731531145
2020-06-24,108.0,113.0,25443.0,0.0004364642158577426,-0.006921075422887061,12.0,7.0,1576.0,blue,0.007166512977730537,0.006849410633583167
2020-06-25,0.0,103.0,25443.0,-0.0006235203083682037,-0.006734019330376599,7.0,6.0,1583.0,blue,0.0065323372893083395,0.0
2020-06-26,250.0,122.0,25693.0,0.001184688585899587,0.015588007709205093,4.0,5.0,1587.0,blue,0.007738578144098668,0.015857742098562843
2020-06-27,89.0,134.0,25782.0,0.0007482243700418444,-0.01003867696472808,4.0,6.0,1591.0,blue,0.008500251201453417,0.005645689230816074
2020-06-28,0.0,134.0,25782.0,0.0,-0.005549330744477013,1.0,6.0,1592.0,blue,0.008500256593566574,0.0
2020-06-29,209.0,125.0,25991.0,-0.0005611682775313833,0.013031574444895456,3.0,6.0,1595.0,blue,0.00793041033211924,0.01325964607530337
2020-06-30,142.0,114.0,26133.0,-0.0006858723392050241,-0.004177586066066965,11.0,6.0,1606.0,blue,0.00723323634028697,0.009009820704567979
2020-07-01,124.0,116.0,26257.0,0.00012470406167364075,-0.0011223365550627666,5.0,5.0,1611.0,blue,0.007360737698208485,0.007868374780843552
2020-07-02,143.0,137.0,26400.0,0.0013093926475732278,0.001184688585899587,4.0,5.0,1615.0,blue,0.008694096010742601,0.009074859339680235
2020-07-03,136.0,120.0,26536.0,-0.0010599845242259462,-0.0004364642158577426,4.0,5.0,1619.0,blue,0.007615943215527385,0.008631402310931036
2020-07-04,29.0,112.0,26565.0,-0.000498816246694563,-0.00667166729953978,0.0,4.0,1619.0,blue,0.007108344498300027,0.0018405534861669712
2020-07-05,0.0,112.0,26565.0,0.0,-0.0018082088942677906,0.0,4.0,1619.0,blue,0.007108344498300027,0.0
2020-07-06,245.0,117.0,26810.0,0.00031176015418410186,0.01527624755502099,0.0,3.0,1619.0,blue,0.0074268361424124395,0.015551921836675623
2020-07-07,91.0,110.0,26901.0,-0.0004364642158577426,-0.009602212748870338,2.0,2.0,1621.0,blue,0.006982907746266525,0.0057767691355477616
2020-07-08,68.0,102.0,26969.0,-0.000498816246694563,-0.0014340967092468684,7.0,2.0,1628.0,blue,0.006475368207211783,0.004316912138141189
2020-07-09,259.0,118.0,27228.0,0.000997632493389126,0.01190923788983269,5.0,3.0,1633.0,blue,0.007492367943840258,0.01644511269029345
2020-07-10,113.0,115.0,27341.0,-0.0001870560925104611,-0.009103396502175775,2.0,2.0,1635.0,blue,0.007302417227100731,0.007175418666629413
2020-07-11,26.0,115.0,27367.0,0.0,-0.005424626682803372,1.0,2.0,1636.0,blue,0.007302542427771505,0.0016510095923657315
2020-07-12,0.0,115.0,27367.0,0.0,-0.0016211528017573296,1.0,3.0,1637.0,blue,0.0073025470649158335,0.0
2020-07-13,208.0,109.0,27575.0,-0.0003741121850209222,0.012969222414058637,3.0,3.0,1640.0,blue,0.0069224721227601985,0.013209855059946067
2020-07-14,148.0,117.0,27723.0,0.000498816246694563,-0.0037411218502092225,6.0,4.0,1646.0,blue,0.007431270277205435,0.009400239325012005
2020-07-15,144.0,128.0,27867.0,0.0006858723392050241,-0.0002494081233472815,7.0,4.0,1653.0,blue,0.008130716513040589,0.009147056077170663
2020-07-16,157.0,114.0,28024.0,-0.0008729284317154852,0.0008105764008786648,11.0,4.0,1664.0,blue,0.007242192249710789,0.009973896343899946
2020-07-17,135.0,117.0,28159.0,0.0001870560925104611,-0.0013717446784100482,1.0,4.0,1665.0,blue,0.00743341848938959,0.008577021333911064
2020-07-18,37.0,118.0,28196.0,6.235203083682038e-05,-0.006110499022008397,0.0,4.0,1665.0,blue,0.007497128218682336,0.002350794441451241
2020-07-19,0.0,118.0,28196.0,0.0,-0.0023070251409623536,0.0,4.0,1665.0,blue,0.007497128218682336,0.0
2020-07-20,396.0,145.0,28592.0,0.0016835048325941498,0.024691404211380868,0.0,4.0,1665.0,blue,0.009214891264283081,0.025166185797628277
2020-07-21,150.0,146.0,28742.0,6.235203083682038e-05,-0.01533859958585781,1.0,3.0,1666.0,blue,0.009279332701576024,0.009533560994769888
2020-07-22,132.0,144.0,28874.0,-0.00012470406167364075,-0.0011223365550627666,7.0,3.0,1673.0,blue,0.00915302717304942,0.008390274908628636
2020-07-23,228.0,154.0,29102.0,0.0006235203083682037,0.005985794960334755,2.0,2.0,1675.0,blue,0.00979008531360059,0.014494412022733341
2020-07-24,201.0,163.0,29303.0,0.0005611682775313833,-0.0016835048325941498,1.0,2.0,1676.0,blue,0.010363563997868794,0.012779609592463971
2020-07-25,0.0,158.0,29303.0,-0.00031176015418410186,-0.012532758198200895,0.0,2.0,1676.0,blue,0.010045663261737848,0.0
2020-07-26,0.0,158.0,29303.0,0.0,0.0,0.0,2.0,1676.0,blue,0.010045663261737848,0.0
2020-07-27,500.0,173.0,29803.0,0.0009352804625523056,0.031176015418410186,2.0,2.0,1678.0,blue,0.011002877284210044,0.03180022336476891
2020-07-28,142.0,172.0,29945.0,-6.235203083682038e-05,-0.022322027039581693,0.0,2.0,1678.0,blue,0.010940264881622518,0.009032079146455799
2020-07-29,132.0,172.0,30077.0,0.0,-0.0006235203083682037,2.0,1.0,1680.0,blue,0.010941197425001908,0.008396732907559604
2020-07-30,136.0,159.0,30213.0,-0.0008105764008786648,0.0002494081233472815,11.0,2.0,1691.0,blue,0.010115192319070064,0.008651988398701438
2020-07-31,141.0,150.0,30354.0,-0.0005611682775313833,0.00031176015418410186,-1.0,2.0,1690.0,blue,0.00954348424975171,0.008970875194766609
2020-08-01,0.0,150.0,30354.0,0.0,-0.008791636347991672,0.0,2.0,1690.0,blue,0.00954348424975171,0.0
2020-08-02,0.0,150.0,30354.0,0.0,0.0,0.0,2.0,1690.0,blue,0.00954348424975171,0.0
2020-08-03,311.0,123.0,30665.0,-0.0016835048325941498,0.019391481590251135,2.0,2.0,1692.0,blue,0.007827215802066894,0.01979076515807158
2020-08-04,106.0,118.0,30771.0,-0.00031176015418410186,-0.012782166321548176,3.0,2.0,1695.0,blue,0.007509557184323354,0.006745873402866741
2020-08-05,106.0,114.0,30877.0,-0.0002494081233472815,0.0,0.0,2.0,1695.0,blue,0.0072554853696956195,0.006746328501646804
2020-08-06,109.0,110.0,30986.0,-0.0002494081233472815,0.0001870560925104611,0.0,1.0,1695.0,blue,0.007001392640645248,0.0069377436166393825
2020-08-07,134.0,109.0,31120.0,-6.235203083682038e-05,0.0015588007709205094,3.0,1.0,1698.0,blue,0.006938348634832165,0.008529713000619358
2020-08-08,0.0,109.0,31120.0,0.0,-0.00835517213213393,0.0,1.0,1698.0,blue,0.006938348634832165,0.0
2020-08-09,0.0,109.0,31120.0,0.0,0.0,0.0,1.0,1698.0,blue,0.006938348634832165,0.0
2020-08-10,328.0,112.0,31448.0,0.0001870560925104611,0.020451466114477082,1.0,1.0,1699.0,blue,0.007130805717378156,0.020883073886607453
2020-08-11,136.0,116.0,31584.0,0.0002494081233472815,-0.01197158992066951,1.0,1.0,1700.0,blue,0.007386121604851408,0.008659590847067168
2020-08-12,141.0,121.0,31725.0,0.00031176015418410186,0.00031176015418410186,9.0,2.0,1709.0,blue,0.007705224842918485,0.008978815726045506
2020-08-13,185.0,132.0,31910.0,0.0006858723392050241,0.0027434893568200965,0.0,2.0,1709.0,blue,0.008406690196907611,0.01178210368505991
2020-08-14,147.0,134.0,32057.0,0.00012470406167364075,-0.002369377171799174,6.0,2.0,1715.0,blue,0.008534895941147433,0.00936290823394532
2020-08-15,129.0,152.0,32186.0,0.0011223365550627666,-0.0011223365550627666,2.0,3.0,1717.0,blue,0.009682182363904824,0.008217115295682384
2020-08-16,0.0,152.0,32186.0,0.0,-0.008043411977949827,0.0,3.0,1717.0,blue,0.009682182363904824,0.0
2020-08-17,162.0,129.0,32348.0,-0.0014340967092468684,0.010101028995564901,0.0,3.0,1717.0,blue,0.008217963321127428,0.010320233007927468
2020-08-18,84.0,121.0,32432.0,-0.000498816246694563,-0.004863458405271989,0.0,2.0,1717.0,blue,0.007708734697205997,0.005351518302192593
2020-08-19,137.0,121.0,32569.0,0.0,0.0033046576343514797,18.0,4.0,1735.0,blue,0.007709495996477843,0.00872893348361541
2020-08-20,105.0,109.0,32674.0,-0.0007482243700418444,-0.001995264986778252,0.0,4.0,1735.0,blue,0.006945382531279709,0.006690506108113481
2020-08-21,117.0,105.0,32791.0,-0.0002494081233472815,0.0007482243700418444,0.0,3.0,1735.0,blue,0.006691004931589254,0.007455691209485168
2020-08-22,145.0,107.0,32936.0,0.00012470406167364075,0.0017458568634309704,1.0,3.0,1736.0,blue,0.006819087070819724,0.009240818927746355
2020-08-23,0.0,107.0,32936.0,0.0,-0.009041044471338954,0.0,3.0,1736.0,blue,0.006819087070819724,0.0
2020-08-24,118.0,101.0,33054.0,-0.0003741121850209222,0.007357539638744804,0.0,3.0,1736.0,blue,0.0064371924408240366,0.00752068027739838
2020-08-25,85.0,101.0,33139.0,0.0,-0.0020576170176150725,0.0,3.0,1736.0,blue,0.006437541190702916,0.005417732685245028
2020-08-26,116.0,98.0,33255.0,-0.0001870560925104611,0.0019329129559414314,13.0,2.0,1749.0,blue,0.006246840724047086,0.00739421963254553
2020-08-27,88.0,96.0,33343.0,-0.00012470406167364075,-0.0017458568634309704,0.0,2.0,1749.0,blue,0.006119697457456947,0.005609722669335534
2020-08-28,152.0,101.0,33495.0,0.00031176015418410186,0.003990529973556504,0.0,2.0,1749.0,blue,0.006439055613677064,0.009690459933454592
2020-08-29,112.0,96.0,33607.0,-0.00031176015418410186,-0.002494081233472815,0.0,2.0,1749.0,blue,0.006120727524975437,0.00714084877913801
2020-08-30,0.0,96.0,33607.0,0.0,-0.006983427453723882,0.0,2.0,1749.0,blue,0.006120727524975437,0.0
2020-08-31,171.0,103.0,33778.0,0.0004364642158577426,0.010662197273096283,0.0,2.0,1749.0,blue,0.006567746625262231,0.010903734688542152
2020-09-01,131.0,110.0,33909.0,0.0004364642158577426,-0.002494081233472815,2.0,2.0,1751.0,blue,0.0070146932315225015,0.008353861939358614
2020-09-02,235.0,127.0,34144.0,0.0010599845242259462,0.0064846112070293185,7.0,1.0,1758.0,blue,0.008100032208789493,0.014988248575319139
2020-09-03,167.0,138.0,34311.0,0.0006858723392050241,-0.004239938096903785,1.0,1.0,1759.0,blue,0.008802552995515163,0.010652364856891538
2020-09-04,134.0,136.0,34445.0,-0.00012470406167364075,-0.0020576170176150725,0.0,1.0,1759.0,blue,0.008675721312866288,0.00854813717591237
2020-09-05,0.0,120.0,34445.0,-0.000997632493389126,-0.00835517213213393,0.0,1.0,1759.0,blue,0.007655048217234958,0.0
2020-09-06,0.0,120.0,34445.0,0.0,0.0,0.0,1.0,1759.0,blue,0.007655048217234958,0.0
