Date,Cases,Cases Moving Average,Cases Cumulative,Rate of Cases,Rate of Daily Cases,Deaths,Deaths Moving Average,Deaths Cumulative,Face_Masks_Required_in_Public_Color,Rate of Infection,Rate of Daily Infection
2020-04-01,360.0,190.0,1675.0,0.002369377171799174,0.007295187607907983,0.0,1.0,10.0,green,0.011859345663723883,0.022470339152318938
2020-04-02,425.0,232.0,2100.0,0.0026187852951464557,0.004052882004393324,3.0,2.0,13.0,green,0.014484754795577655,0.026534572362588375
2020-04-03,330.0,256.0,2430.0,0.0014964487400836888,-0.005923442929497935,1.0,2.0,14.0,green,0.01598648143163937,0.020607573720472627
2020-04-04,578.0,315.0,3008.0,0.003678769819372402,0.015463303647531451,10.0,3.0,24.0,green,0.019678091412543376,0.03610773598873039
2020-04-05,181.0,328.0,3189.0,0.0008105764008786648,-0.024753756242217685,4.0,3.0,28.0,green,0.020492571442851965,0.01130840070474453
2020-04-06,539.0,379.0,3728.0,0.003179953572677839,0.022322027039581693,17.0,5.0,45.0,green,0.023687144692829606,0.033686994695079575
2020-04-07,544.0,422.0,4272.0,0.002681137325983276,0.00031176015418410186,20.0,8.0,65.0,green,0.02638390456779163,0.03401147887412002
2020-04-08,505.0,443.0,4777.0,0.0013093926475732278,-0.0024317292026359945,22.0,11.0,87.0,green,0.027705976423027103,0.03158356228810087
2020-04-09,252.0,418.0,5029.0,-0.0015588007709205094,-0.015775063801715554,0.0,11.0,87.0,green,0.026146554565920282,0.015762994618688783
2020-04-10,492.0,442.0,5521.0,0.0014964487400836888,0.01496448740083689,23.0,14.0,110.0,green,0.0276567014940876,0.030785287635952712
2020-04-11,501.0,431.0,6022.0,-0.0006858723392050241,0.0005611682775313833,27.0,16.0,137.0,green,0.026977325276439347,0.03135879341878448
2020-04-12,364.0,457.0,6386.0,0.0016211528017573296,-0.00854222822464439,39.0,21.0,176.0,green,0.028611945017483337,0.022789382902328084
2020-04-13,427.0,441.0,6813.0,-0.000997632493389126,0.003928177942719683,14.0,21.0,190.0,green,0.027617839245387948,0.026741082443947056
2020-04-14,317.0,408.0,7130.0,-0.0020576170176150725,-0.006858723392050241,16.0,20.0,206.0,green,0.02555652784502722,0.019856419918807912
2020-04-15,311.0,381.0,7441.0,-0.0016835048325941498,-0.0003741121850209222,16.0,19.0,222.0,green,0.023870176313517538,0.01948457961549594
2020-04-16,604.0,431.0,8045.0,0.003117601541841019,0.018269145035188367,42.0,25.0,264.0,green,0.027013678573577487,0.03785675605206683
2020-04-17,518.0,435.0,8563.0,0.0002494081233472815,-0.005362274651966552,34.0,27.0,298.0,green,0.027273821645508033,0.03247779221235209
2020-04-18,451.0,427.0,9014.0,-0.000498816246694563,-0.004177586066066965,44.0,29.0,342.0,green,0.02678054565832163,0.028285775390873666
2020-04-19,200.0,404.0,9214.0,-0.0014340967092468684,-0.015650359740041912,23.0,27.0,365.0,blue,0.025341578127959917,0.01254533570691085
2020-04-20,339.0,391.0,9553.0,-0.0008105764008786648,0.008666932286318032,5.0,26.0,370.0,blue,0.024531424692290606,0.02126893342886577
2020-04-21,475.0,414.0,10028.0,0.0014340967092468684,0.00847987619380757,24.0,27.0,394.0,blue,0.0259825841374441,0.029810935906487798
2020-04-22,0.0,370.0,10028.0,-0.0027434893568200965,-0.029617214647489676,0.0,25.0,394.0,blue,0.02322115007452734,0.0
2020-04-23,1198.0,454.0,11226.0,0.005237570590292911,0.07469773294251081,49.0,26.0,443.0,blue,0.028515295252643,0.07524520641556458
2020-04-24,651.0,473.0,11877.0,0.001184688585899587,-0.03410656086774074,6.0,22.0,449.0,blue,0.029720931138550434,0.04090555215897745
2020-04-25,0.0,409.0,11877.0,-0.003990529973556504,-0.04059117207477006,0.0,15.0,449.0,blue,0.025699494367160947,0.0
2020-04-26,689.0,479.0,12566.0,0.004364642158577426,0.04296054924656924,23.0,15.0,472.0,blue,0.030111412225233364,0.04331265766844632
2020-04-27,302.0,474.0,12868.0,-0.00031176015418410186,-0.024130235933849484,12.0,16.0,484.0,blue,0.029802979669212075,0.01898839632932921
2020-04-28,577.0,488.0,13445.0,0.0008729284317154852,0.017146808480125602,32.0,17.0,516.0,blue,0.03069498992348896,0.03629305161035478
2020-04-29,358.0,539.0,13803.0,0.003179953572677839,-0.013655094753263663,25.0,21.0,541.0,blue,0.03391103731912803,0.022523471911406
2020-04-30,665.0,463.0,14468.0,-0.004738754343598348,0.01914207346690385,0.0,14.0,541.0,blue,0.02914171053658512,0.04185580455038683
2020-05-01,669.0,466.0,15137.0,0.0001870560925104611,0.0002494081233472815,97.0,27.0,638.0,blue,0.029344681622798678,0.04212787984045561
2020-05-02,0.0,466.0,15137.0,0.0,-0.04171350862983283,0.0,27.0,638.0,blue,0.029344681622798678,0.0
2020-05-03,0.0,367.0,15137.0,-0.006172851052845217,0.0,0.0,24.0,638.0,blue,0.023110511063448743,0.0
2020-05-04,903.0,453.0,16040.0,0.005362274651966552,0.05630388384564879,88.0,35.0,726.0,blue,0.02854386587281534,0.056898699521307404
2020-05-05,370.0,424.0,16410.0,-0.0018082088942677906,-0.03323363243602526,17.0,32.0,743.0,blue,0.026723070833785022,0.023319660869104853
2020-05-06,287.0,413.0,16697.0,-0.0006858723392050241,-0.0051752185594560905,60.0,37.0,803.0,blue,0.026035477593414097,0.018092450531016577
2020-05-07,350.0,368.0,17047.0,-0.002805841387656917,0.003928177942719683,13.0,39.0,816.0,blue,0.02320399209550965,0.022069014221272765
